movie_id,movie_title,movie_year,IMDB_rating,IMDB_votes,genres
m312,cruel intentions,1999,6.70,67532,['drama'COMMA 'romance'COMMA 'thriller']
m313,the curse of the cat people,1944,6.90,2067,['drama'COMMA 'fantasy'COMMA 'horror']
m314,the curse,1987,4.50,627,['sci-fi'COMMA 'horror']
m315,dark city,1998,7.80,64262,['mystery'COMMA 'sci-fi'COMMA 'thriller']
m316,dave,1993,6.80,20807,['comedy'COMMA 'romance']
m317,day of the dead,1985,7.00,22746,['horror'COMMA 'sci-fi']
m318,dead poets society,1989,7.80,90842,['drama']
m319,deep rising,1998,5.70,12638,['action'COMMA 'horror'COMMA 'sci-fi'COMMA 'thriller']
m320,the deer hunter,1978,8.20,89841,['drama'COMMA 'war']
m321,demolition man,1993,6.30,46318,['action'COMMA 'crime'COMMA 'sci-fi']
m322,the devil and daniel webster,2004,5.70,1824,['comedy'COMMA 'drama'COMMA 'fantasy']
m323,die hard,1988,8.30,185430,['action'COMMA 'crime'COMMA 'thriller']
m324,dog day afternoon,1975,8.20,61120,['crime'COMMA 'drama']
m325,domino,2005,5.90,32949,['action'COMMA 'crime'COMMA 'drama'COMMA 'thriller']
m326,do the right thing,1989,7.90,27164,['drama']
m327,dumb and dumberer: when harry met lloyd,2003,3.30,14984,['comedy']
m328,dune,1984,6.50,38954,['action'COMMA 'adventure'COMMA 'sci-fi']
m329,ed wood,1994,8.10,75704,['biography'COMMA 'comedy'COMMA 'drama']
m330,edtv,1999,6.10,21865,['comedy']
m331,election,1999,7.40,37868,['comedy'COMMA 'drama']
m332,l.a. confidential,1997,8.40,168009,['crime'COMMA 'drama'COMMA 'mystery'COMMA 'thriller']
m333,enemy of the state,1998,7.20,67504,['action'COMMA 'drama'COMMA 'thriller']
m334,the english patient,1996,7.30,55247,['romance'COMMA 'drama'COMMA 'war']
m335,entrapment,1999,6.10,41120,['action'COMMA 'crime'COMMA 'romance'COMMA 'thriller']
m336,erin brockovich,2000,7.20,55641,['biography'COMMA 'drama'COMMA 'romance']
m337,star wars: the empire strikes back,1982,8.00,42,['animation'COMMA 'adventure'COMMA 'action'COMMA 'fantasy']
m338,escape from the planet of the apes,1971,6.10,7754,['sci-fi'COMMA 'thriller']
m339,escape from l.a.,1996,5.30,23551,['action'COMMA 'adventure'COMMA 'sci-fi'COMMA 'thriller']
m340,excalibur,1981,7.40,24550,['adventure'COMMA 'drama'COMMA 'fantasy']
m341,the exorcist,1973,8.10,106383,['horror'COMMA 'thriller']
m342,the fabulous baker boys,1989,6.70,9433,['drama'COMMA 'music'COMMA 'romance']
m343,face/off,1997,7.30,103386,['action'COMMA 'crime'COMMA 'drama'COMMA 'sci-fi'COMMA 'thriller']
m344,the family man,2000,6.60,34509,['comedy'COMMA 'fantasy'COMMA 'drama'COMMA 'romance']
m345,the fantastic four,1994,3.80,1472,['action'COMMA 'adventure'COMMA 'sci-fi'COMMA 'fantasy']
m346,fantastic voyage,1966,6.80,5231,['adventure'COMMA 'sci-fi']
m347,fargo,1996,8.30,168176,['crime'COMMA 'drama'COMMA 'thriller']
m348,fight club,1999,8.80,391697,['crime'COMMA 'drama'COMMA 'mystery'COMMA 'thriller']
m349,final destination 2,2003,6.40,36312,['horror'COMMA 'thriller']
m350,final destination,2000,6.80,53422,['horror'COMMA 'thriller']
m351,rambo: first blood part ii,1985,5.80,39147,['action'COMMA 'adventure'COMMA 'thriller']
m352,the fisher king,1991,7.50,28310,['comedy'COMMA 'drama'COMMA 'romance']
m353,five easy pieces,1970,7.50,11969,['drama']
m354,five feet high and rising,2000,6.50,326,['short']
m355,fletch,1985,6.70,17336,['comedy'COMMA 'crime'COMMA 'mystery']
m356,the adventures of ford fairlane,1990,5.60,9051,['action'COMMA 'adventure'COMMA 'comedy'COMMA 'music']
m357,the french connection,1971,7.90,34062,['action'COMMA 'crime'COMMA 'thriller']
m358,frequency,2000,7.30,36396,['crime'COMMA 'drama'COMMA 'sci-fi'COMMA 'thriller']
m359,friday the 13th part iii,1982,5.10,11718,['horror']
m360,jason lives: friday the 13th part vi,1986,5.30,9919,['comedy'COMMA 'horror'COMMA 'thriller']
m361,jason goes to hell: the final friday,1993,4.10,8894,['horror'COMMA 'thriller']
m362,friday the 13th part viii: jason takes manhattan,1989,3.90,10288,['horror']
m363,game 6,2005,6.00,1414,['comedy'COMMA 'drama'COMMA 'sport']
m364,gandhi,1982,8.20,52160,['biography'COMMA 'drama'COMMA 'history']
m365,gattaca,1997,7.80,72063,['drama'COMMA 'romance'COMMA 'sci-fi'COMMA 'thriller']
m366,the getaway,1972,7.50,10151,['action'COMMA 'adventure'COMMA 'crime'COMMA 'thriller']
m367,get carter,2000,4.80,14319,['action'COMMA 'crime'COMMA 'drama'COMMA 'thriller']
m368,glengarry glen ross,1992,7.90,32882,['drama']
m369,the godfather: part ii,1974,9.00,251290,['crime'COMMA 'drama'COMMA 'thriller']
m370,gods and monsters,1998,7.50,16063,['biography'COMMA 'drama']
m371,gone in sixty seconds,2000,6.00,74474,['action'COMMA 'crime'COMMA 'thriller']
m372,goodfellas,1990,8.80,234582,['crime'COMMA 'drama'COMMA 'thriller']
m373,good will hunting,1997,8.10,154419,['drama']
m374,the grapes of wrath,1940,8.30,23850,['drama']
m375,grosse pointe blank,1997,7.40,41877,['comedy'COMMA 'crime'COMMA 'romance'COMMA 'thriller']
m376,the horse whisperer,1998,6.40,15953,['drama'COMMA 'romance'COMMA 'western']
m377,hackers,1995,5.80,27009,['action'COMMA 'crime'COMMA 'drama'COMMA 'thriller']
m378,halloween 4: the return of michael myers,1988,5.60,11315,['horror'COMMA 'thriller']
m379,halloween,1978,7.90,64690,['horror'COMMA 'thriller']
m380,hannah and her sisters,1986,7.90,21088,['comedy'COMMA 'drama'COMMA 'romance']
m381,hannibal,2001,6.40,75788,['crime'COMMA 'thriller']
m382,happy campers,2001,5.40,1785,['comedy']
m383,heathers,1989,7.30,25236,['comedy'COMMA 'crime']
m384,heavenly creatures,1994,7.60,27211,['crime'COMMA 'drama'COMMA 'fantasy'COMMA 'thriller']
m385,hellraiser: hellseeker,2002,4.90,3400,['horror'COMMA 'mystery'COMMA 'thriller']
m386,hero,1992/I,6.30,10573,['comedy'COMMA 'drama']
m387,hider in the house,1989,5.60,394,['thriller']
m388,highlander iii: the sorcerer,1994,3.90,7831,['fantasy'COMMA 'sci-fi'COMMA 'action']
m389,hostage,2005/I,6.60,37868,['action'COMMA 'crime'COMMA 'drama'COMMA 'thriller']
m390,hotel rwanda,2004,8.30,94404,['adventure'COMMA 'drama'COMMA 'history'COMMA 'thriller'COMMA 'war']
m391,house on haunted hill,1999,5.30,23127,['horror'COMMA 'mystery'COMMA 'thriller']
m392,house of the damned,1996,4.30,216,['action'COMMA 'horror'COMMA 'thriller']
m393,hellraiser iii: hell on earth,1992,5.10,7716,['horror']
m394,hudson hawk,1991,5.40,22116,['action'COMMA 'adventure'COMMA 'comedy'COMMA 'action'COMMA 'adventure'COMMA 'comedy'COMMA 'crime']
m395,the hudsucker proxy,1994,7.40,32691,['comedy'COMMA 'drama'COMMA 'fantasy'COMMA 'romance']
m396,i walked with a zombie,1943,7.30,3420,['horror']
m397,the ice storm,1997,7.50,27724,['drama']
m398,insomnia,2002/I,7.30,69635,['crime'COMMA 'drama'COMMA 'mystery'COMMA 'thriller']
m399,interview with the vampire: the vampire chronicles,1994,7.40,80077,['drama'COMMA 'fantasy']
m400,i still know what you did last summer,1998,4.10,23543,['horror'COMMA 'mystery'COMMA 'thriller']
m401,isle of the dead,1945,6.60,1405,['drama'COMMA 'horror'COMMA 'mystery'COMMA 'thriller']
m402,it's a wonderful life,1946,8.70,103290,['drama'COMMA 'fantasy'COMMA 'romance']
m403,jaws 2,1978,5.60,18995,['thriller']
m404,jaws 3-d,1983,3.30,12839,['thriller']
m405,jaws: the revenge,1987,2.60,15727,['thriller']
m406,the jazz singer,1927,6.80,3252,['drama'COMMA 'music'COMMA 'romance']
m407,jennifer eight,1992,6.20,6224,['thriller'COMMA 'mystery']
m408,jerry maguire,1996,7.30,79706,['comedy'COMMA 'drama'COMMA 'romance'COMMA 'sport']
m409,jurassic park iii,2001,5.70,62564,['action'COMMA 'adventure'COMMA 'sci-fi'COMMA 'thriller']
m410,the lost world: jurassic park,1997,6.00,78169,['action'COMMA 'adventure'COMMA 'sci-fi'COMMA 'thriller'COMMA 'action'COMMA 'adventure'COMMA 'animation'COMMA 'horror'COMMA 'sci-fi'COMMA 'thriller']
m411,jurassic park,1993,7.90,153737,['action'COMMA 'adventure'COMMA 'family'COMMA 'sci-fi'COMMA 'action'COMMA 'adventure'COMMA 'fantasy'COMMA 'sci-fi']
m412,freddy vs. jason,2003,5.80,39850,['horror'COMMA 'thriller']
m413,kafka,1991,6.90,4467,['comedy'COMMA 'drama'COMMA 'mystery'COMMA 'sci-fi'COMMA 'thriller']
m414,king kong,2005,7.60,134187,['adventure'COMMA 'drama'COMMA 'romance']
m415,klute,1971,7.20,6901,['mystery'COMMA 'romance'COMMA 'thriller']
m416,kramer vs. kramer,1979,7.70,25836,['drama']
m417,kundun,1997,7.10,10378,['biography'COMMA 'drama'COMMA 'history'COMMA 'war']
m418,lake placid,1999,5.40,19621,['action'COMMA 'comedy'COMMA 'horror'COMMA 'thriller']
m419,the silence of the lambs,1991,8.70,251237,['crime'COMMA 'thriller']
m420,last of the mohicans,1977,7.30,71,['action'COMMA 'adventure'COMMA 'war']
m421,leviathan,1989,5.30,4751,['adventure'COMMA 'horror'COMMA 'mystery'COMMA 'sci-fi'COMMA 'thriller']
m422,lockCOMMA stock and two smoking barrels,1998,8.20,129117,['crime'COMMA 'thriller']
m423,lone star,1996,7.60,14666,['drama'COMMA 'mystery'COMMA 'romance'COMMA 'western']
m424,lord of illusions,1995,5.60,5031,['fantasy'COMMA 'horror'COMMA 'mystery'COMMA 'thriller']
m425,lost in translation,2003,7.90,132645,['drama'COMMA 'romance']
m426,lost souls,2000,4.60,6663,['drama'COMMA 'horror'COMMA 'thriller'COMMA 'romance']
m427,love & basketball,2000,6.70,5907,['drama'COMMA 'romance'COMMA 'sport']
m428,magnolia,1999,8.00,123476,['drama']
m429,the man in the iron mask,1998/I,6.10,36684,['action'COMMA 'adventure'COMMA 'drama'COMMA 'history']
m430,manhunt,2003,8.70,736,['action'COMMA 'adventure'COMMA 'crime'COMMA 'horror'COMMA 'thriller']
m431,manhunter,1986,7.20,21649,['crime'COMMA 'thriller']
m432,man on the moon,1999,7.40,49915,['biography'COMMA 'comedy'COMMA 'drama']
m433,the matrix,1999,8.70,389480,['action'COMMA 'adventure'COMMA 'adventure'COMMA 'adventure'COMMA 'sci-fi']
m434,halloween iii: season of the witch,1982,3.80,13037,['horror'COMMA 'mystery'COMMA 'sci-fi']
m435,meet joe black,1998,6.90,56839,['drama'COMMA 'fantasy'COMMA 'mystery'COMMA 'romance']
m436,memento,2000,8.70,281027,['crime'COMMA 'drama'COMMA 'mystery'COMMA 'thriller']
m437,miami vice,2006,6.00,52448,['action'COMMA 'crime'COMMA 'drama'COMMA 'thriller']
m438,midnight cowboy,1969,8.00,34405,['drama']
m439,midnight express,1978,7.60,24103,['biography'COMMA 'crime'COMMA 'drama'COMMA 'thriller']
m440,mimic,1997,5.70,14916,['drama'COMMA 'horror'COMMA 'sci-fi']
m441,misery,1990,7.80,41563,['thriller']
m442,mission: impossible ii,2000,5.70,86452,['action'COMMA 'adventure'COMMA 'thriller']
m443,mission: impossible,1996,6.90,87677,['action'COMMA 'adventure'COMMA 'thriller']
m444,moonstruck,1987,7.10,15879,['comedy'COMMA 'romance'COMMA 'drama']
m445,monty python and the holy grail,1975,8.40,157683,['adventure'COMMA 'comedy']
m446,mrs brown,1997,7.20,5701,['biography'COMMA 'drama'COMMA 'history'COMMA 'romance']
m447,arcade,1993,4.60,668,['sci-fi']
m448,mulholland dr.,2001,8.00,105859,['drama'COMMA 'mystery'COMMA 'thriller']
m449,"murderland",2009,5.80,88,['crime'COMMA 'drama'COMMA 'mystery']
m450,my girl 2,1994,4.80,5689,['comedy'COMMA 'drama'COMMA 'family'COMMA 'romance']
m451,my girl,1991,6.40,17967,['comedy'COMMA 'drama'COMMA 'family'COMMA 'romance']
m452,my best friend's wedding,1997,6.20,37682,['comedy'COMMA 'romance']
m453,nashville,1975,7.70,9315,['drama'COMMA 'music']
m454,natural born killers,1994,7.10,73047,['action'COMMA 'crime'COMMA 'drama'COMMA 'romance'COMMA 'thriller']
m455,nothing but a man,1964,7.80,448,['drama'COMMA 'romance']
m456,the negotiator,1998,7.20,46983,['action'COMMA 'crime'COMMA 'drama'COMMA 'mystery'COMMA 'thriller']
m457,neuromancer,1988,9.30,48,['action'COMMA 'adventure'COMMA 'animation'COMMA 'sci-fi']
m458,never been kissed,1999,5.70,27409,['comedy'COMMA 'drama'COMMA 'romance']
m459,the nightmare before christmas,1993,8.00,81753,['animation'COMMA 'family'COMMA 'fantasy'COMMA 'musical']
m460,a nightmare on elm street part 2: freddy's revenge,1985,4.90,16582,['fantasy'COMMA 'horror'COMMA 'thriller']
m461,a nightmare on elm street 3: dream warriors,1987,6.30,17734,['fantasy'COMMA 'horror'COMMA 'thriller']
m462,notting hill,1999,6.90,67217,['comedy'COMMA 'romance']
m463,one flew over the cuckoo's nest,1975,8.90,219739,['drama']
m464,only you,1994,6.20,6620,['comedy'COMMA 'romance']
m465,on the waterfront,1954,8.40,42010,['crime'COMMA 'drama'COMMA 'romance']
m466,orgy of the dead,1965,2.50,1395,['fantasy'COMMA 'horror']
m467,out of sight,1998,7.20,38595,['comedy'COMMA 'crime'COMMA 'romance'COMMA 'thriller']
m468,pearl harbor,2001,5.40,97519,['action'COMMA 'drama'COMMA 'romance'COMMA 'war']
m469,peggy sue got married,1986,6.30,12574,['comedy'COMMA 'drama'COMMA 'fantasy'COMMA 'romance']
m470,pet sematary ii,1992,4.20,6014,['action'COMMA 'horror'COMMA 'thriller']
m471,philadelphia,1993,7.60,54221,['drama']
m472,pitch black,2000,7.00,55982,['action'COMMA 'sci-fi'COMMA 'thriller']
m473,planet of the apes,2001,5.50,73596,['action'COMMA 'adventure'COMMA 'sci-fi'COMMA 'thriller'COMMA 'animation'COMMA 'action'COMMA 'adventure'COMMA 'sci-fi']
m474,platoon,1986,8.20,110867,['action'COMMA 'drama'COMMA 'war']
m475,playback,1996,3.60,164,['thriller']
m476,the ploughman's lunch,1983,6.80,154,['drama']
m477,point break,1991,6.90,37722,['action'COMMA 'adventure'COMMA 'crime'COMMA 'drama'COMMA 'sport'COMMA 'thriller']
m478,predator,1987,7.80,90730,['action'COMMA 'adventure'COMMA 'sci-fi'COMMA 'thriller']
m479,pretty woman,1990,6.70,61642,['comedy'COMMA 'romance']
m480,the princess bride,1987,8.10,125281,['adventure'COMMA 'comedy'COMMA 'family'COMMA 'fantasy'COMMA 'romance']
m481,the producers,1968,7.70,19432,['comedy']
m482,psycho,1960,8.70,146915,['drama'COMMA 'horror'COMMA 'mystery'COMMA 'thriller'COMMA 'thriller']
m483,maniac,1980,6.20,3382,['drama'COMMA 'horror'COMMA 'thriller']
m484,vampyr,1932,7.60,4005,['fantasy'COMMA 'horror']
m485,mystery of the wax museum,1933,6.80,1740,['horror'COMMA 'mystery'COMMA 'thriller']
m486,quantum project,2000,4.80,47,['short'COMMA 'adventure'COMMA 'drama'COMMA 'romance']
m487,rambling rose,1991,6.60,2631,['drama']
m488,red white black & blue,2006,6.30,37,['documentary']
m489,star wars: episode vi - return of the jedi,1983,8.30,215058,['action'COMMA 'adventure'COMMA 'fantasy'COMMA 'sci-fi']
m490,the rocky horror picture show,1975,7.10,42713,['comedy'COMMA 'musical']
m491,rocky,1976,8.10,100022,['drama'COMMA 'romance'COMMA 'sport']
m492,who framed roger rabbit,1988,7.60,54375,['animation'COMMA 'comedy'COMMA 'crime'COMMA 'family'COMMA 'fantasy'COMMA 'mystery'COMMA 'animation'COMMA 'adventure'COMMA 'action'COMMA 'fantasy']
m493,romeo and juliet,1968/I,7.80,12360,['drama'COMMA 'romance']
m494,ronin,1998,7.20,58201,['action'COMMA 'crime'COMMA 'thriller']
m495,route 9,1998,6.00,557,['crime'COMMA 'drama']
m496,rush hour 2,2001,6.50,52716,['action'COMMA 'comedy'COMMA 'crime'COMMA 'thriller']
m497,rush hour,1998,6.80,56376,['action'COMMA 'comedy'COMMA 'thriller'COMMA 'crime']
m498,runaway bride,1999,5.20,28793,['comedy'COMMA 'romance']
m499,sleepless in seattle,1993,6.60,44179,['comedy'COMMA 'romance'COMMA 'drama']
m500,salt of the earth,1954,7.60,1085,['drama'COMMA 'history']
m501,the salton sea,2002,7.10,16669,['crime'COMMA 'drama'COMMA 'mystery'COMMA 'thriller']
m502,saving private ryan,1998,8.50,275666,['action'COMMA 'drama'COMMA 'history'COMMA 'war']
m503,say anything...,1989,7.50,25220,['comedy'COMMA 'drama'COMMA 'romance']
m504,schindler's list,1993,8.90,282473,['biography'COMMA 'drama'COMMA 'history'COMMA 'war']
m505,scream 2,1997,5.90,48988,['horror'COMMA 'mystery'COMMA 'thriller']
m506,scream 3,2000,5.30,38870,['horror'COMMA 'mystery'COMMA 'thriller']
m507,scream,1996/I,7.20,92543,['crime'COMMA 'horror'COMMA 'mystery'COMMA 'thriller']
m508,seven,1979,6.10,259,['action'COMMA 'drama']
m509,the searchers,1956,8.10,30138,['adventure'COMMA 'drama'COMMA 'western']
m510,seven days to live,2000,5.20,1150,['drama'COMMA 'horror'COMMA 'thriller']
m511,shakespeare in love,1998,7.40,78654,['comedy'COMMA 'drama'COMMA 'romance']
m512,shallow grave,1994,7.40,21611,['comedy'COMMA 'crime'COMMA 'drama'COMMA 'thriller']
m513,shampoo,1975,6.20,4406,['drama'COMMA 'romance']
m514,the shining,1980,8.50,182077,['horror'COMMA 'mystery'COMMA 'thriller']
m515,silver bullet,1985,5.90,6498,['adventure'COMMA 'drama'COMMA 'horror'COMMA 'mystery'COMMA 'thriller']
m516,sister act,1992,5.90,25196,['comedy'COMMA 'crime'COMMA 'music']
m517,sleepy hollow,1999,7.50,108951,['fantasy'COMMA 'mystery'COMMA 'thriller']
m518,sling blade,1996,8.00,42087,['drama']
m519,smoke,1995,7.50,15482,['comedy'COMMA 'drama']
m520,snow falling on cedars,1999,6.70,8483,['drama'COMMA 'mystery'COMMA 'romance'COMMA 'thriller']
m521,soldier,1998/I,5.60,16446,['action'COMMA 'drama'COMMA 'sci-fi']
m522,some like it hot,1959,8.40,68749,['comedy']
m523,the wedding date,2005,5.50,12340,['comedy'COMMA 'romance']
m524,sounder,1972,7.80,1298,['drama']
m525,south park: bigger longer & uncut,1999,7.80,80257,['animation'COMMA 'comedy'COMMA 'musical']
m526,spacejacked,1997,2.90,105,['action'COMMA 'sci-fi']
m527,spare me,1992,5.80,26,['thriller']
m528,sphere,1998,5.60,31924,['drama'COMMA 'horror'COMMA 'mystery'COMMA 'sci-fi'COMMA 'thriller']
m529,star wars,1977,8.80,326619,['action'COMMA 'adventure'COMMA 'fantasy'COMMA 'sci-fi']
m530,starship troopers,1997,7.10,84874,['action'COMMA 'adventure'COMMA 'sci-fi'COMMA 'thriller']
m531,star trek: the motion picture,1979,6.20,25723,['adventure'COMMA 'fantasy'COMMA 'mystery'COMMA 'sci-fi']
m532,state and main,2000,6.80,13163,['comedy'COMMA 'drama']
m533,stepmom,1998,6.20,18714,['comedy'COMMA 'drama']
m534,storytelling,2001,6.70,9677,['comedy'COMMA 'drama']
m535,stranglehold,2007,8.60,907,['action'COMMA 'adventure'COMMA 'crime']
m536,dr. strangelove or: how i learned to stop worrying and love the bomb,1964,8.60,158529,['comedy'COMMA 'drama']
m537,suburbia,1996,6.50,4552,['comedy'COMMA 'drama']
m538,sugar & spice,2001,5.20,6981,['comedy'COMMA 'crime']
m539,sunset blvd.,1950,8.70,55994,['drama'COMMA 'film-noir']
m540,supergirl,1984,4.10,6576,['action'COMMA 'adventure'COMMA 'sci-fi']
m541,superman iii,1983,4.70,18340,['action'COMMA 'adventure'COMMA 'comedy'COMMA 'fantasy'COMMA 'sci-fi']
m542,superman ii,1980,6.70,29941,['action'COMMA 'adventure'COMMA 'fantasy'COMMA 'romance'COMMA 'sci-fi']
m543,superman iv: the quest for peace,1987,3.40,15332,['action'COMMA 'adventure'COMMA 'family'COMMA 'fantasy'COMMA 'sci-fi']
m544,superman,1978,7.30,51172,['action'COMMA 'family'COMMA 'sci-fi']
m545,the sweet hereafter,1997,7.80,16463,['drama']
m546,sweet smell of success,1957,8.20,9014,['drama'COMMA 'film-noir']
m547,terminator 2: judgment day,1991,8.50,243230,['action'COMMA 'sci-fi'COMMA 'thriller']
m548,taking sides,2001,7.20,1950,['drama'COMMA 'music'COMMA 'war']
m549,the terminator,1984,8.10,183538,['action'COMMA 'sci-fi'COMMA 'thriller']
m550,the game,1997,7.70,75861,['drama'COMMA 'mystery'COMMA 'thriller']
m551,the haunting,1999,4.60,32086,['horror'COMMA 'thriller'COMMA 'mystery']
m552,the limey,1999,7.00,15465,['crime'COMMA 'drama'COMMA 'mystery'COMMA 'thriller']
m553,the man who wasn't there,2001,7.70,41452,['crime'COMMA 'drama']
m554,the relic,1997,5.40,10340,['horror'COMMA 'mystery'COMMA 'thriller']
m555,the truman show,1998,8.00,160825,['drama']
m556,the x files,1998,6.80,39090,['crime'COMMA 'horror'COMMA 'mystery'COMMA 'sci-fi'COMMA 'thriller']
m557,the cell,2000,6.20,37417,['drama'COMMA 'fantasy'COMMA 'horror'COMMA 'sci-fi'COMMA 'thriller']
m558,the third man,1949,8.50,51872,['film-noir'COMMA 'mystery'COMMA 'thriller']
m559,the beach,2000/I,6.30,55734,['adventure'COMMA 'drama'COMMA 'romance'COMMA 'thriller']
m560,the believer,2001,7.30,11345,['drama']
m561,le grand bleu,1988,7.40,18313,['adventure'COMMA 'drama'COMMA 'romance']
m562,the hebrew hammer,2003,6.20,2900,['comedy']
m563,the leopard man,1943,6.90,1518,['drama'COMMA 'horror'COMMA 'mystery'COMMA 'thriller']
m564,the lost son,1999,6.50,911,['crime'COMMA 'drama'COMMA 'romance'COMMA 'thriller']
m565,the messenger,2009/I,7.40,9224,['drama'COMMA 'romance'COMMA 'war']
m566,the pianist,2002,8.50,138080,['biography'COMMA 'drama'COMMA 'war']
m567,the piano,1993,7.50,28525,['drama'COMMA 'romance']
m568,the sting,1973,8.40,67231,['comedy'COMMA 'crime'COMMA 'drama']
m569,the thin man,1934,8.10,11936,['comedy'COMMA 'crime'COMMA 'drama'COMMA 'mystery'COMMA 'romance']
m570,three kings,1999,7.30,69757,['action'COMMA 'adventure'COMMA 'comedy'COMMA 'drama'COMMA 'war']
m571,thx 1138,1971,6.80,15741,['drama'COMMA 'mystery'COMMA 'sci-fi'COMMA 'thriller']
m572,ticker,2001,3.30,3933,['action'COMMA 'thriller'COMMA 'crime']
m573,trouble in paradise,1932,8.20,4781,['comedy'COMMA 'crime'COMMA 'romance']
m574,titanic,1997,7.40,244771,['drama'COMMA 'history'COMMA 'romance']
m575,transatlantic merry-go-round,1934,6.90,53,['comedy'COMMA 'musical'COMMA 'mystery'COMMA 'romance']
m576,tombstone,1993,7.70,44204,['action'COMMA 'drama'COMMA 'history'COMMA 'romance'COMMA 'western']
m577,tomorrow never dies,1997,6.40,47198,['action'COMMA 'adventure'COMMA 'thriller']
m578,to sleep with anger,1990,6.80,490,['drama']
m579,toy story,1995,8.20,156231,['animation'COMMA 'adventure'COMMA 'comedy'COMMA 'family'COMMA 'fantasy']
m580,the magic toyshop,1987,6.20,90,['fantasy']
m581,traffic,2000,7.80,86662,['crime'COMMA 'drama'COMMA 'thriller']
m582,trainspotting,1996,8.20,153782,['crime'COMMA 'drama']
m583,star trek v: the final frontier,1989,5.00,20749,['action'COMMA 'adventure'COMMA 'sci-fi'COMMA 'thriller']
m584,tron,1982,6.70,25903,['action'COMMA 'adventure'COMMA 'sci-fi'COMMA 'thriller'COMMA 'sci-fi']
m585,true lies,1994,7.20,81801,['action'COMMA 'thriller']
m586,true romance,1993,7.90,74762,['crime'COMMA 'romance'COMMA 'thriller']
m587,twelve monkeys,1995,8.10,173320,['mystery'COMMA 'sci-fi'COMMA 'thriller']
m588,u-turn,1973,5.80,37,['drama']
m589,u turn,1997,6.70,25388,['crime'COMMA 'drama'COMMA 'thriller']
m590,unbreakable,2000,7.30,98767,['drama'COMMA 'fantasy'COMMA 'mystery'COMMA 'thriller']
m591,unforgiven,1992,8.30,101270,['drama'COMMA 'western']
m592,the usual suspects,1995,8.70,272137,['crime'COMMA 'mystery'COMMA 'thriller']
m593,verdict,1974,5.70,135,['drama']
m594,vertigo,1958,8.60,93524,['crime'COMMA 'mystery'COMMA 'romance'COMMA 'thriller']
m595,very bad things,1998,6.00,22977,['comedy'COMMA 'crime'COMMA 'thriller']
m596,viridiana,1961,8.20,6288,['drama']
m597,virtuosity,1995,5.30,11191,['action'COMMA 'crime'COMMA 'sci-fi'COMMA 'thriller']
m598,wag the dog,1997,7.10,36448,['comedy'COMMA 'drama']
m599,wall street,1987,7.30,39082,['crime'COMMA 'drama']
m600,waxwork,1988,6.00,2596,['comedy'COMMA 'fantasy'COMMA 'horror']
m601,what lies beneath,2000,6.50,46195,['drama'COMMA 'horror'COMMA 'mystery'COMMA 'thriller']
m602,what women want,2000,6.30,55269,['comedy'COMMA 'fantasy'COMMA 'romance']
m603,the witching hour,1996,6.50,69,['documentary'COMMA 'short']
m604,white angel,1994,4.40,99,['drama'COMMA 'thriller']
m605,who's your daddy?,2003/I,4.50,2267,['comedy']
m606,wild things,1998,6.60,40523,['crime'COMMA 'mystery'COMMA 'thriller']
m607,wild wild west,1999,4.30,54943,['action'COMMA 'western'COMMA 'comedy'COMMA 'sci-fi']
m608,willow,1988,7.10,33506,['action'COMMA 'adventure'COMMA 'drama'COMMA 'fantasy'COMMA 'romance']
m609,witness,1985,7.60,30705,['drama'COMMA 'romance'COMMA 'thriller']
m610,the wizard of oz,1939,8.30,104873,['adventure'COMMA 'family'COMMA 'fantasy'COMMA 'musical']
m611,the world is not enough,1999,6.30,60047,['action'COMMA 'adventure'COMMA 'thriller']
m612,watchmen,2009,7.80,135229,['action'COMMA 'crime'COMMA 'fantasy'COMMA 'mystery'COMMA 'sci-fi'COMMA 'thriller']
m613,xxx,2002,5.60,53505,['action'COMMA 'adventure'COMMA 'crime']
m614,x-men,2000,7.40,122149,['action'COMMA 'sci-fi']
m615,young frankenstein,1974,8.00,57618,['comedy'COMMA 'sci-fi']
m616,zulu dawn,1979,6.40,1911,['action'COMMA 'adventure'COMMA 'drama'COMMA 'history'COMMA 'war']
